Id,Iq,Phi_d,Phi_q
-284.615385,253.846154,0.0478260202431,0.0864905692833
-284.615385,261.538462,0.0487498991822,0.0893263500775
-284.615385,269.230769,0.0496784233328,0.0921610812658
-284.615385,276.923077,0.0506954889144,0.094940923834
-284.615385,284.615385,0.0512996238041,0.0974985282841
-284.615385,292.307692,0.052087751592,0.0999610878397
-284.615385,300.000000,0.0530072298213,0.102744805439
-276.923077,0.000000,0.00718952482593,-0.0309341107077
-276.923077,7.692308,0.00850637803737,-0.0271253724967
-276.923077,15.384615,0.00988360775318,-0.0230555985835
-276.923077,23.076923,0.0113071755872,-0.018907420611
-276.923077,30.769231,0.0127250921614,-0.0147225365039
-276.923077,38.461538,0.014198791792,-0.0105732783315
-276.923077,46.153846,0.0156844857793,-0.00643537174928
-276.923077,53.846154,0.0172139903165,-0.00229515283399
-276.923077,61.538462,0.0186675597051,0.00182716259656
-276.923077,69.230769,0.0203394083519,0.00592734092998
-276.923077,76.923077,0.0218541525341,0.00998911386088
-276.923077,84.615385,0.0232473310309,0.014057643891
-276.923077,92.307692,0.0246558677525,0.0181098588916
-276.923077,100.000000,0.0257976075071,0.022170133351
-276.923077,107.692308,0.0272858562271,0.0262021770016
-276.923077,115.384615,0.0285638650769,0.0300736907119
-276.923077,123.076923,0.0297580770919,0.0336732817849
-276.923077,130.769231,0.0309413054795,0.0371044597542
-276.923077,138.461538,0.0321296423081,0.0404561666665
-276.923077,146.153846,0.0333325355635,0.0437582066926
-276.923077,153.846154,0.0345305914657,0.0470329118026
-276.923077,161.538462,0.035697243425,0.0503007262294
-276.923077,169.230769,0.0368436567353,0.0535889318851
-276.923077,176.923077,0.0379965904302,0.0569400652527
-276.923077,184.615385,0.0391614139323,0.0603478028191
-276.923077,192.307692,0.0402929294827,0.0637126147421
-276.923077,200.000000,0.041399141186,0.0669947586508
-276.923077,207.692308,0.0424124561045,0.0701538232702
-276.923077,215.384615,0.0434098654231,0.0732366566029
-276.923077,223.076923,0.0444430452941,0.0762844065975
-276.923077,230.769231,0.0454294800853,0.0794878460953
-276.923077,238.461538,0.0463517643479,0.08243620855
-276.923077,246.153846,0.0473333598953,0.0853905824714
-276.923077,253.846154,0.0482428055825,0.0882798341384
-276.923077,261.538462,0.0491597457316,0.0911424523419
-276.923077,269.230769,0.0502011626031,0.0939397975518
-276.923077,276.923077,0.0508323791531,0.0965583935251
-276.923077,284.615385,0.0516209663264,0.0990585951113
-276.923077,292.307692,0.0525499359865,0.101858306516
-276.923077,300.000000,0.0534409995406,0.104488063447
-269.230769,0.000000,0.0072499018357,-0.0303591563563
-269.230769,7.692308,0.00861434453568,-0.0263919452323
-269.230769,15.384615,0.0100276829305,-0.0222117936449
-269.230769,23.076923,0.0114719647459,-0.0179878054979
-269.230769,30.769231,0.0129199637223,-0.0137531773061
-269.230769,38.461538,0.0144223585452,-0.00955722166893
-269.230769,46.153846,0.0159272877138,-0.00536464027724
-269.230769,53.846154,0.0174831032608,-0.00118695696408
-269.230769,61.538462,0.0189275729475,0.00296754882204
-269.230769,69.230769,0.0203707047862,0.00709415471816
-269.230769,76.923077,0.0221627094948,0.0112068426922
-269.230769,84.615385,0.0232510458307,0.0153040660971
-269.230769,92.307692,0.0247379934463,0.0194167076164
-269.230769,100.000000,0.0261193895318,0.0235287913425
-269.230769,107.692308,0.0275786623423,0.0275942873186
-269.230769,115.384615,0.0288643891347,0.0314610103686
-269.230769,123.076923,0.0300745432605,0.0350507731929
-269.230769,130.769231,0.0312909915655,0.0384966334985
-269.230769,138.461538,0.0325158393096,0.041869991895
-269.230769,146.153846,0.0337153237549,0.0452008161987
-269.230769,153.846154,0.0349069129079,0.0485105352267
-269.230769,161.538462,0.0360807200998,0.0518553307937
-269.230769,169.230769,0.0372515029926,0.0552558608581
-269.230769,176.923077,0.0384319001418,0.0587306659894
-269.230769,184.615385,0.0396114868466,0.0621841595393
-269.230769,192.307692,0.0407464784234,0.0655475414981
-269.230769,200.000000,0.0418184539966,0.0688060310165
-269.230769,207.692308,0.0428047290133,0.0719393047889
-269.230769,215.384615,0.0438252667714,0.0749988225025
-269.230769,223.076923,0.0448456952332,0.0780995424542
-269.230769,230.769231,0.0458467844545,0.0813074402191
-269.230769,238.461538,0.0467961754302,0.0842778243331
-269.230769,246.153846,0.0477933617575,0.0872292768383
-269.230769,253.846154,0.04864737272,0.0901249092985
-269.230769,261.538462,0.0495726268541,0.092865556544
-269.230769,269.230769,0.0504662052773,0.0957058179142
-269.230769,276.923077,0.0511638068125,0.0981597583378
-269.230769,284.615385,0.0520826087,0.100928645194
-269.230769,292.307692,0.0530342028584,0.103704203577
-269.230769,300.000000,0.0538810807862,0.106278007671
-261.538462,0.000000,0.00732037879584,-0.0297413722763
-261.538462,7.692308,0.00873392382674,-0.0256133282097
-261.538462,15.384615,0.0101821343679,-0.0213381302373
-261.538462,23.076923,0.0116454399365,-0.0170412630573
-261.538462,30.769231,0.0131279022138,-0.0127585534481
-261.538462,38.461538,0.0146530877895,-0.00851214364751
-261.538462,46.153846,0.0161882478809,-0.00427059514612
