rpm_mech,T_ref_Nm,Id_ref_A,Iq_ref_A,Is_norm_A,status
2949.152542,3.428571,nan,nan,nan,infeasible
2949.152542,3.510204,nan,nan,nan,infeasible
2949.152542,3.591837,nan,nan,nan,infeasible
2949.152542,3.673469,nan,nan,nan,infeasible
2949.152542,3.755102,nan,nan,nan,infeasible
2949.152542,3.836735,nan,nan,nan,infeasible
2949.152542,3.918367,nan,nan,nan,infeasible
2949.152542,4.000000,nan,nan,nan,infeasible
3050.847458,0.000000,nan,nan,nan,fw_search_failed
3050.847458,0.081633,nan,nan,nan,infeasible
3050.847458,0.163265,nan,nan,nan,infeasible
3050.847458,0.244898,nan,nan,nan,infeasible
3050.847458,0.326531,nan,nan,nan,infeasible
3050.847458,0.408163,nan,nan,nan,infeasible
3050.847458,0.489796,nan,nan,nan,infeasible
3050.847458,0.571429,nan,nan,nan,infeasible
3050.847458,0.653061,nan,nan,nan,infeasible
3050.847458,0.734694,nan,nan,nan,infeasible
3050.847458,0.816327,nan,nan,nan,infeasible
3050.847458,0.897959,nan,nan,nan,infeasible
3050.847458,0.979592,nan,nan,nan,infeasible
3050.847458,1.061224,nan,nan,nan,infeasible
3050.847458,1.142857,nan,nan,nan,infeasible
3050.847458,1.224490,nan,nan,nan,infeasible
3050.847458,1.306122,nan,nan,nan,infeasible
3050.847458,1.387755,nan,nan,nan,infeasible
3050.847458,1.469388,nan,nan,nan,infeasible
3050.847458,1.551020,nan,nan,nan,infeasible
3050.847458,1.632653,nan,nan,nan,infeasible
3050.847458,1.714286,nan,nan,nan,infeasible
3050.847458,1.795918,nan,nan,nan,infeasible
3050.847458,1.877551,nan,nan,nan,infeasible
3050.847458,1.959184,nan,nan,nan,infeasible
3050.847458,2.040816,nan,nan,nan,infeasible
3050.847458,2.122449,nan,nan,nan,infeasible
3050.847458,2.204082,nan,nan,nan,infeasible
3050.847458,2.285714,nan,nan,nan,infeasible
3050.847458,2.367347,nan,nan,nan,infeasible
3050.847458,2.448980,nan,nan,nan,infeasible
3050.847458,2.530612,nan,nan,nan,infeasible
3050.847458,2.612245,nan,nan,nan,infeasible
3050.847458,2.693878,nan,nan,nan,infeasible
3050.847458,2.775510,nan,nan,nan,infeasible
3050.847458,2.857143,nan,nan,nan,infeasible
3050.847458,2.938776,nan,nan,nan,infeasible
3050.847458,3.020408,nan,nan,nan,infeasible
3050.847458,3.102041,nan,nan,nan,infeasible
3050.847458,3.183673,nan,nan,nan,infeasible
3050.847458,3.265306,nan,nan,nan,infeasible
3050.847458,3.346939,nan,nan,nan,infeasible
3050.847458,3.428571,nan,nan,nan,infeasible
3050.847458,3.510204,nan,nan,nan,infeasible
3050.847458,3.591837,nan,nan,nan,infeasible
3050.847458,3.673469,nan,nan,nan,infeasible
3050.847458,3.755102,nan,nan,nan,infeasible
3050.847458,3.836735,nan,nan,nan,infeasible
3050.847458,3.918367,nan,nan,nan,infeasible
3050.847458,4.000000,nan,nan,nan,infeasible
3152.542373,0.000000,nan,nan,nan,fw_search_failed
3152.542373,0.081633,nan,nan,nan,infeasible
3152.542373,0.163265,nan,nan,nan,infeasible
3152.542373,0.244898,nan,nan,nan,infeasible
3152.542373,0.326531,nan,nan,nan,infeasible
3152.542373,0.408163,nan,nan,nan,infeasible
3152.542373,0.489796,nan,nan,nan,infeasible
3152.542373,0.571429,nan,nan,nan,infeasible
3152.542373,0.653061,nan,nan,nan,infeasible
3152.542373,0.734694,nan,nan,nan,infeasible
3152.542373,0.816327,nan,nan,nan,infeasible
3152.542373,0.897959,nan,nan,nan,infeasible
3152.542373,0.979592,nan,nan,nan,infeasible
3152.542373,1.061224,nan,nan,nan,infeasible
3152.542373,1.142857,nan,nan,nan,infeasible
3152.542373,1.224490,nan,nan,nan,infeasible
3152.542373,1.306122,nan,nan,nan,infeasible
3152.542373,1.387755,nan,nan,nan,infeasible
3152.542373,1.469388,nan,nan,nan,infeasible
3152.542373,1.551020,nan,nan,nan,infeasible
3152.542373,1.632653,nan,nan,nan,infeasible
3152.542373,1.714286,nan,nan,nan,infeasible
3152.542373,1.795918,nan,nan,nan,infeasible
3152.542373,1.877551,nan,nan,nan,infeasible
3152.542373,1.959184,nan,nan,nan,infeasible
3152.542373,2.040816,nan,nan,nan,infeasible
3152.542373,2.122449,nan,nan,nan,infeasible
3152.542373,2.204082,nan,nan,nan,infeasible
3152.542373,2.285714,nan,nan,nan,infeasible
3152.542373,2.367347,nan,nan,nan,infeasible
3152.542373,2.448980,nan,nan,nan,infeasible
3152.542373,2.530612,nan,nan,nan,infeasible
3152.542373,2.612245,nan,nan,nan,infeasible
3152.542373,2.693878,nan,nan,nan,infeasible
3152.542373,2.775510,nan,nan,nan,infeasible
3152.542373,2.857143,nan,nan,nan,infeasible
3152.542373,2.938776,nan,nan,nan,infeasible
3152.542373,3.020408,nan,nan,nan,infeasible
3152.542373,3.102041,nan,nan,nan,infeasible
3152.542373,3.183673,nan,nan,nan,infeasible
3152.542373,3.265306,nan,nan,nan,infeasible
3152.542373,3.346939,nan,nan,nan,infeasible
3152.542373,3.428571,nan,nan,nan,infeasible
3152.542373,3.510204,nan,nan,nan,infeasible
3152.542373,3.591837,nan,nan,nan,infeasible
3152.542373,3.673469,nan,nan,nan,infeasible
3152.542373,3.755102,nan,nan,nan,infeasible
3152.542373,3.836735,nan,nan,nan,infeasible
3152.542373,3.918367,nan,nan,nan,infeasible
3152.542373,4.000000,nan,nan,nan,infeasible
3254.237288,0.000000,nan,nan,nan,fw_search_failed
3254.237288,0.081633,nan,nan,nan,infeasible
3254.237288,0.163265,nan,nan,nan,infeasible
3254.237288,0.244898,nan,nan,nan,infeasible
3254.237288,0.326531,nan,nan,nan,infeasible
3254.237288,0.408163,nan,nan,nan,infeasible
3254.237288,0.489796,nan,nan,nan,infeasible
3254.237288,0.571429,nan,nan,nan,infeasible
3254.237288,0.653061,nan,nan,nan,infeasible
3254.237288,0.734694,nan,nan,nan,infeasible
3254.237288,0.816327,nan,nan,nan,infeasible
3254.237288,0.897959,nan,nan,nan,infeasible
3254.237288,0.979592,nan,nan,nan,infeasible
3254.237288,1.061224,nan,nan,nan,infeasible
3254.237288,1.142857,nan,nan,nan,infeasible
3254.237288,1.224490,nan,nan,nan,infeasible
3254.237288,1.306122,nan,nan,nan,infeasible
3254.237288,1.387755,nan,nan,nan,infeasible
3254.237288,1.469388,nan,nan,nan,infeasible
3254.237288,1.551020,nan,nan,nan,infeasible
3254.237288,1.632653,nan,nan,nan,infeasible
3254.237288,1.714286,nan,nan,nan,infeasible
3254.237288,1.795918,nan,nan,nan,infeasible
3254.237288,1.877551,nan,nan,nan,infeasible
3254.237288,1.959184,nan,nan,nan,infeasible
3254.237288,2.040816,nan,nan,nan,infeasible
3254.237288,2.122449,nan,nan,nan,infeasible
3254.237288,2.204082,nan,nan,nan,infeasible
3254.237288,2.285714,nan,nan,nan,infeasible
3254.237288,2.367347,nan,nan,nan,infeasible
3254.237288,2.448980,nan,nan,nan,infeasible
3254.237288,2.530612,nan,nan,nan,infeasible
3254.237288,2.612245,nan,nan,nan,infeasible
3254.237288,2.693878,nan,nan,nan,infeasible
3254.237288,2.775510,nan,nan,nan,infeasible
3254.237288,2.857143,nan,nan,nan,infeasible
3254.237288,2.938776,nan,nan,nan,infeasible
3254.237288,3.020408,nan,nan,nan,infeasible
3254.237288,3.102041,nan,nan,nan,infeasible
3254.237288,3.183673,nan,nan,nan,infeasible
3254.237288,3.265306,nan,nan,nan,infeasible
3254.237288,3.346939,nan,nan,nan,infeasible
3254.237288,3.428571,nan,nan,nan,infeasible
3254.237288,3.510204,nan,nan,nan,infeasible
3254.237288,3.591837,nan,nan,nan,infeasible
3254.237288,3.673469,nan,nan,nan,infeasible
3254.237288,3.755102,nan,nan,nan,infeasible
3254.237288,3.836735,nan,nan,nan,infeasible
3254.237288,3.918367,nan,nan,nan,infeasible
3254.237288,4.000000,nan,nan,nan,infeasible
3355.932203,0.000000,nan,nan,nan,fw_search_failed
3355.932203,0.081633,nan,nan,nan,infeasible
3355.932203,0.163265,nan,nan,nan,infeasible
3355.932203,0.244898,nan,nan,nan,infeasible
3355.932203,0.326531,nan,nan,nan,infeasible
3355.932203,0.408163,nan,nan,nan,infeasible
3355.932203,0.489796,nan,nan,nan,infeasible
3355.932203,0.571429,nan,nan,nan,infeasible
3355.932203,0.653061,nan,nan,nan,infeasible
3355.932203,0.734694,nan,nan,nan,infeasible
3355.932203,0.816327,nan,nan,nan,infeasible
3355.932203,0.897959,nan,nan,nan,infeasible
3355.932203,0.979592,nan,nan,nan,infeasible
3355.932203,1.061224,nan,nan,nan,infeasible
3355.932203,1.142857,nan,nan,nan,infeasible
3355.932203,1.224490,nan,nan,nan,infeasible
3355.932203,1.306122,nan,nan,nan,infeasible
3355.932203,1.387755,nan,nan,nan,infeasible
3355.932203,1.469388,nan,nan,nan,infeasible
3355.932203,1.551020,nan,nan,nan,infeasible
3355.932203,1.632653,nan,nan,nan,infeasible
3355.932203,1.714286,nan,nan,nan,infeasible
3355.932203,1.795918,nan,nan,nan,infeasible
3355.932203,1.877551,nan,nan,nan,infeasible
3355.932203,1.959184,nan,nan,nan,infeasible
3355.932203,2.040816,nan,nan,nan,infeasible
3355.932203,2.122449,nan,nan,nan,infeasible
3355.932203,2.204082,nan,nan,nan,infeasible
3355.932203,2.285714,nan,nan,nan,infeasible
3355.932203,2.367347,nan,nan,nan,infeasible
3355.932203,2.448980,nan,nan,nan,infeasible
3355.932203,2.530612,nan,nan,nan,infeasible
3355.932203,2.612245,nan,nan,nan,infeasible
3355.932203,2.693878,nan,nan,nan,infeasible
3355.932203,2.775510,nan,nan,nan,infeasible
3355.932203,2.857143,nan,nan,nan,infeasible
3355.932203,2.938776,nan,nan,nan,infeasible
3355.932203,3.020408,nan,nan,nan,infeasible
3355.932203,3.102041,nan,nan,nan,infeasible
3355.932203,3.183673,nan,nan,nan,infeasible
3355.932203,3.265306,nan,nan,nan,infeasible
3355.932203,3.346939,nan,nan,nan,infeasible
3355.932203,3.428571,nan,nan,nan,infeasible
3355.932203,3.510204,nan,nan,nan,infeasible
3355.932203,3.591837,nan,nan,nan,infeasible
3355.932203,3.673469,nan,nan,nan,infeasible
3355.932203,3.755102,nan,nan,nan,infeasible
3355.932203,3.836735,nan,nan,nan,infeasible
3355.932203,3.918367,nan,nan,nan,infeasible
3355.932203,4.000000,nan,nan,nan,infeasible
3457.627119,0.000000,nan,nan,nan,fw_search_failed
3457.627119,0.081633,nan,nan,nan,infeasible
3457.627119,0.163265,nan,nan,nan,infeasible
3457.627119,0.244898,nan,nan,nan,infeasible
3457.627119,0.326531,nan,nan,nan,infeasible
3457.627119,0.408163,nan,nan,nan,infeasible
3457.627119,0.489796,nan,nan,nan,infeasible
3457.627119,0.571429,nan,nan,nan,infeasible
3457.627119,0.653061,nan,nan,nan,infeasible
3457.627119,0.734694,nan,nan,nan,infeasible
3457.627119,0.816327,nan,nan,nan,infeasible
3457.627119,0.897959,nan,nan,nan,infeasible
3457.627119,0.979592,nan,nan,nan,infeasible
3457.627119,1.061224,nan,nan,nan,infeasible
3457.627119,1.142857,nan,nan,nan,infeasible
3457.627119,1.224490,nan,nan,nan,infeasible
3457.627119,1.306122,nan,nan,nan,infeasible
3457.627119,1.387755,nan,nan,nan,infeasible
3457.627119,1.469388,nan,nan,nan,infeasible
3457.627119,1.551020,nan,nan,nan,infeasible
3457.627119,1.632653,nan,nan,nan,infeasible
3457.627119,1.714286,nan,nan,nan,infeasible
3457.627119,1.795918,nan,nan,nan,infeasible
3457.627119,1.877551,nan,nan,nan,infeasible
3457.627119,1.959184,nan,nan,nan,infeasible
3457.627119,2.040816,nan,nan,nan,infeasible
3457.627119,2.122449,nan,nan,nan,infeasible
3457.627119,2.204082,nan,nan,nan,infeasible
3457.627119,2.285714,nan,nan,nan,infeasible
3457.627119,2.367347,nan,nan,nan,infeasible
3457.627119,2.448980,nan,nan,nan,infeasible
3457.627119,2.530612,nan,nan,nan,infeasible
3457.627119,2.612245,nan,nan,nan,infeasible
3457.627119,2.693878,nan,nan,nan,infeasible
3457.627119,2.775510,nan,nan,nan,infeasible
3457.627119,2.857143,nan,nan,nan,infeasible
3457.627119,2.938776,nan,nan,nan,infeasible
3457.627119,3.020408,nan,nan,nan,infeasible
3457.627119,3.102041,nan,nan,nan,infeasible
3457.627119,3.183673,nan,nan,nan,infeasible
3457.627119,3.265306,nan,nan,nan,infeasible
3457.627119,3.346939,nan,nan,nan,infeasible
3457.627119,3.428571,nan,nan,nan,infeasible
3457.627119,3.510204,nan,nan,nan,infeasible
3457.627119,3.591837,nan,nan,nan,infeasible
3457.627119,3.673469,nan,nan,nan,infeasible
3457.627119,3.755102,nan,nan,nan,infeasible
3457.627119,3.836735,nan,nan,nan,infeasible
3457.627119,3.918367,nan,nan,nan,infeasible
3457.627119,4.000000,nan,nan,nan,infeasible
3559.322034,0.000000,nan,nan,nan,fw_search_failed
3559.322034,0.081633,nan,nan,nan,infeasible
3559.322034,0.163265,nan,nan,nan,infeasible
3559.322034,0.244898,nan,nan,nan,infeasible
3559.322034,0.326531,nan,nan,nan,infeasible
3559.322034,0.408163,nan,nan,nan,infeasible
3559.322034,0.489796,nan,nan,nan,infeasible
3559.322034,0.571429,nan,nan,nan,infeasible
3559.322034,0.653061,nan,nan,nan,infeasible
3559.322034,0.734694,nan,nan,nan,infeasible
3559.322034,0.816327,nan,nan,nan,infeasible
3559.322034,0.897959,nan,nan,nan,infeasible
3559.322034,0.979592,nan,nan,nan,infeasible
3559.322034,1.061224,nan,nan,nan,infeasible
3559.322034,1.142857,nan,nan,nan,infeasible
3559.322034,1.224490,nan,nan,nan,infeasible
3559.322034,1.306122,nan,nan,nan,infeasible
3559.322034,1.387755,nan,nan,nan,infeasible
3559.322034,1.469388,nan,nan,nan,infeasible
3559.322034,1.551020,nan,nan,nan,infeasible
3559.322034,1.632653,nan,nan,nan,infeasible
3559.322034,1.714286,nan,nan,nan,infeasible
3559.322034,1.795918,nan,nan,nan,infeasible
3559.322034,1.877551,nan,nan,nan,infeasible
3559.322034,1.959184,nan,nan,nan,infeasible
3559.322034,2.040816,nan,nan,nan,infeasible
3559.322034,2.122449,nan,nan,nan,infeasible
3559.322034,2.204082,nan,nan,nan,infeasible
3559.322034,2.285714,nan,nan,nan,infeasible
3559.322034,2.367347,nan,nan,nan,infeasible
3559.322034,2.448980,nan,nan,nan,infeasible
3559.322034,2.530612,nan,nan,nan,infeasible
3559.322034,2.612245,nan,nan,nan,infeasible
3559.322034,2.693878,nan,nan,nan,infeasible
3559.322034,2.775510,nan,nan,nan,infeasible
3559.322034,2.857143,nan,nan,nan,infeasible
3559.322034,2.938776,nan,nan,nan,infeasible
3559.322034,3.020408,nan,nan,nan,infeasible
3559.322034,3.102041,nan,nan,nan,infeasible
3559.322034,3.183673,nan,nan,nan,infeasible
3559.322034,3.265306,nan,nan,nan,infeasible
3559.322034,3.346939,nan,nan,nan,infeasible
3559.322034,3.428571,nan,nan,nan,infeasible
3559.322034,3.510204,nan,nan,nan,infeasible
3559.322034,3.591837,nan,nan,nan,infeasible
3559.322034,3.673469,nan,nan,nan,infeasible
3559.322034,3.755102,nan,nan,nan,infeasible
3559.322034,3.836735,nan,nan,nan,infeasible
3559.322034,3.918367,nan,nan,nan,infeasible
3559.322034,4.000000,nan,nan,nan,infeasible
3661.016949,0.000000,nan,nan,nan,fw_search_failed
3661.016949,0.081633,nan,nan,nan,infeasible
3661.016949,0.163265,nan,nan,nan,infeasible
3661.016949,0.244898,nan,nan,nan,infeasible
3661.016949,0.326531,nan,nan,nan,infeasible
3661.016949,0.408163,nan,nan,nan,infeasible
3661.016949,0.489796,nan,nan,nan,infeasible
3661.016949,0.571429,nan,nan,nan,infeasible
3661.016949,0.653061,nan,nan,nan,infeasible
3661.016949,0.734694,nan,nan,nan,infeasible
3661.016949,0.816327,nan,nan,nan,infeasible
3661.016949,0.897959,nan,nan,nan,infeasible
3661.016949,0.979592,nan,nan,nan,infeasible
3661.016949,1.061224,nan,nan,nan,infeasible
3661.016949,1.142857,nan,nan,nan,infeasible
3661.016949,1.224490,nan,nan,nan,infeasible
3661.016949,1.306122,nan,nan,nan,infeasible
3661.016949,1.387755,nan,nan,nan,infeasible
3661.016949,1.469388,nan,nan,nan,infeasible
3661.016949,1.551020,nan,nan,nan,infeasible
3661.016949,1.632653,nan,nan,nan,infeasible
3661.016949,1.714286,nan,nan,nan,infeasible
3661.016949,1.795918,nan,nan,nan,infeasible
3661.016949,1.877551,nan,nan,nan,infeasible
3661.016949,1.959184,nan,nan,nan,infeasible
3661.016949,2.040816,nan,nan,nan,infeasible
3661.016949,2.122449,nan,nan,nan,infeasible
3661.016949,2.204082,nan,nan,nan,infeasible
3661.016949,2.285714,nan,nan,nan,infeasible
3661.016949,2.367347,nan,nan,nan,infeasible
3661.016949,2.448980,nan,nan,nan,infeasible
3661.016949,2.530612,nan,nan,nan,infeasible
3661.016949,2.612245,nan,nan,nan,infeasible
3661.016949,2.693878,nan,nan,nan,infeasible
3661.016949,2.775510,nan,nan,nan,infeasible
3661.016949,2.857143,nan,nan,nan,infeasible
3661.016949,2.938776,nan,nan,nan,infeasible
3661.016949,3.020408,nan,nan,nan,infeasible
3661.016949,3.102041,nan,nan,nan,infeasible
3661.016949,3.183673,nan,nan,nan,infeasible
3661.016949,3.265306,nan,nan,nan,infeasible
3661.016949,3.346939,nan,nan,nan,infeasible
3661.016949,3.428571,nan,nan,nan,infeasible
3661.016949,3.510204,nan,nan,nan,infeasible
3661.016949,3.591837,nan,nan,nan,infeasible
3661.016949,3.673469,nan,nan,nan,infeasible
3661.016949,3.755102,nan,nan,nan,infeasible
3661.016949,3.836735,nan,nan,nan,infeasible
3661.016949,3.918367,nan,nan,nan,infeasible
3661.016949,4.000000,nan,nan,nan,infeasible
3762.711864,0.000000,nan,nan,nan,fw_search_failed
3762.711864,0.081633,nan,nan,nan,infeasible
3762.711864,0.163265,nan,nan,nan,infeasible
3762.711864,0.244898,nan,nan,nan,infeasible
3762.711864,0.326531,nan,nan,nan,infeasible
3762.711864,0.408163,nan,nan,nan,infeasible
3762.711864,0.489796,nan,nan,nan,infeasible
3762.711864,0.571429,nan,nan,nan,infeasible
3762.711864,0.653061,nan,nan,nan,infeasible
3762.711864,0.734694,nan,nan,nan,infeasible
3762.711864,0.816327,nan,nan,nan,infeasible
3762.711864,0.897959,nan,nan,nan,infeasible
3762.711864,0.979592,nan,nan,nan,infeasible
3762.711864,1.061224,nan,nan,nan,infeasible
3762.711864,1.142857,nan,nan,nan,infeasible
3762.711864,1.224490,nan,nan,nan,infeasible
3762.711864,1.306122,nan,nan,nan,infeasible
3762.711864,1.387755,nan,nan,nan,infeasible
3762.711864,1.469388,nan,nan,nan,infeasible
3762.711864,1.551020,nan,nan,nan,infeasible
3762.711864,1.632653,nan,nan,nan,infeasible
3762.711864,1.714286,nan,nan,nan,infeasible
3762.711864,1.795918,nan,nan,nan,infeasible
3762.711864,1.877551,nan,nan,nan,infeasible
3762.711864,1.959184,nan,nan,nan,infeasible
3762.711864,2.040816,nan,nan,nan,infeasible
3762.711864,2.122449,nan,nan,nan,infeasible
3762.711864,2.204082,nan,nan,nan,infeasible
3762.711864,2.285714,nan,nan,nan,infeasible
3762.711864,2.367347,nan,nan,nan,infeasible
3762.711864,2.448980,nan,nan,nan,infeasible
3762.711864,2.530612,nan,nan,nan,infeasible
3762.711864,2.612245,nan,nan,nan,infeasible
3762.711864,2.693878,nan,nan,nan,infeasible
3762.711864,2.775510,nan,nan,nan,infeasible
3762.711864,2.857143,nan,nan,nan,infeasible
3762.711864,2.938776,nan,nan,nan,infeasible
3762.711864,3.020408,nan,nan,nan,infeasible
3762.711864,3.102041,nan,nan,nan,infeasible
3762.711864,3.183673,nan,nan,nan,infeasible
3762.711864,3.265306,nan,nan,nan,infeasible
3762.711864,3.346939,nan,nan,nan,infeasible
3762.711864,3.428571,nan,nan,nan,infeasible
3762.711864,3.510204,nan,nan,nan,infeasible
3762.711864,3.591837,nan,nan,nan,infeasible
3762.711864,3.673469,nan,nan,nan,infeasible
3762.711864,3.755102,nan,nan,nan,infeasible
3762.711864,3.836735,nan,nan,nan,infeasible
3762.711864,3.918367,nan,nan,nan,infeasible
3762.711864,4.000000,nan,nan,nan,infeasible
3864.406780,0.000000,nan,nan,nan,fw_search_failed
3864.406780,0.081633,nan,nan,nan,infeasible
3864.406780,0.163265,nan,nan,nan,infeasible
3864.406780,0.244898,nan,nan,nan,infeasible
3864.406780,0.326531,nan,nan,nan,infeasible
3864.406780,0.408163,nan,nan,nan,infeasible
3864.406780,0.489796,nan,nan,nan,infeasible
3864.406780,0.571429,nan,nan,nan,infeasible
3864.406780,0.653061,nan,nan,nan,infeasible
3864.406780,0.734694,nan,nan,nan,infeasible
3864.406780,0.816327,nan,nan,nan,infeasible
3864.406780,0.897959,nan,nan,nan,infeasible
3864.406780,0.979592,nan,nan,nan,infeasible
3864.406780,1.061224,nan,nan,nan,infeasible
3864.406780,1.142857,nan,nan,nan,infeasible
3864.406780,1.224490,nan,nan,nan,infeasible
3864.406780,1.306122,nan,nan,nan,infeasible
3864.406780,1.387755,nan,nan,nan,infeasible
3864.406780,1.469388,nan,nan,nan,infeasible
3864.406780,1.551020,nan,nan,nan,infeasible
3864.406780,1.632653,nan,nan,nan,infeasible
3864.406780,1.714286,nan,nan,nan,infeasible
3864.406780,1.795918,nan,nan,nan,infeasible
3864.406780,1.877551,nan,nan,nan,infeasible
3864.406780,1.959184,nan,nan,nan,infeasible
3864.406780,2.040816,nan,nan,nan,infeasible
3864.406780,2.122449,nan,nan,nan,infeasible
3864.406780,2.204082,nan,nan,nan,infeasible
3864.406780,2.285714,nan,nan,nan,infeasible
3864.406780,2.367347,nan,nan,nan,infeasible
3864.406780,2.448980,nan,nan,nan,infeasible
3864.406780,2.530612,nan,nan,nan,infeasible
3864.406780,2.612245,nan,nan,nan,infeasible
3864.406780,2.693878,nan,nan,nan,infeasible
3864.406780,2.775510,nan,nan,nan,infeasible
3864.406780,2.857143,nan,nan,nan,infeasible
3864.406780,2.938776,nan,nan,nan,infeasible
3864.406780,3.020408,nan,nan,nan,infeasible
3864.406780,3.102041,nan,nan,nan,infeasible
3864.406780,3.183673,nan,nan,nan,infeasible
3864.406780,3.265306,nan,nan,nan,infeasible
3864.406780,3.346939,nan,nan,nan,infeasible
3864.406780,3.428571,nan,nan,nan,infeasible
3864.406780,3.510204,nan,nan,nan,infeasible
3864.406780,3.591837,nan,nan,nan,infeasible
3864.406780,3.673469,nan,nan,nan,infeasible
3864.406780,3.755102,nan,nan,nan,infeasible
3864.406780,3.836735,nan,nan,nan,infeasible
3864.406780,3.918367,nan,nan,nan,infeasible
3864.406780,4.000000,nan,nan,nan,infeasible
3966.101695,0.000000,nan,nan,nan,fw_search_failed
3966.101695,0.081633,nan,nan,nan,infeasible
3966.101695,0.163265,nan,nan,nan,infeasible
3966.101695,0.244898,nan,nan,nan,infeasible
3966.101695,0.326531,nan,nan,nan,infeasible
3966.101695,0.408163,nan,nan,nan,infeasible
3966.101695,0.489796,nan,nan,nan,infeasible
3966.101695,0.571429,nan,nan,nan,infeasible
3966.101695,0.653061,nan,nan,nan,infeasible
3966.101695,0.734694,nan,nan,nan,infeasible
3966.101695,0.816327,nan,nan,nan,infeasible
3966.101695,0.897959,nan,nan,nan,infeasible
3966.101695,0.979592,nan,nan,nan,infeasible
3966.101695,1.061224,nan,nan,nan,infeasible
3966.101695,1.142857,nan,nan,nan,infeasible
3966.101695,1.224490,nan,nan,nan,infeasible
3966.101695,1.306122,nan,nan,nan,infeasible
3966.101695,1.387755,nan,nan,nan,infeasible
3966.101695,1.469388,nan,nan,nan,infeasible
3966.101695,1.551020,nan,nan,nan,infeasible
3966.101695,1.632653,nan,nan,nan,infeasible
3966.101695,1.714286,nan,nan,nan,infeasible
3966.101695,1.795918,nan,nan,nan,infeasible
3966.101695,1.877551,nan,nan,nan,infeasible
3966.101695,1.959184,nan,nan,nan,infeasible
3966.101695,2.040816,nan,nan,nan,infeasible
3966.101695,2.122449,nan,nan,nan,infeasible
3966.101695,2.204082,nan,nan,nan,infeasible
3966.101695,2.285714,nan,nan,nan,infeasible
3966.101695,2.367347,nan,nan,nan,infeasible
3966.101695,2.448980,nan,nan,nan,infeasible
3966.101695,2.530612,nan,nan,nan,infeasible
3966.101695,2.612245,nan,nan,nan,infeasible
3966.101695,2.693878,nan,nan,nan,infeasible
3966.101695,2.775510,nan,nan,nan,infeasible
3966.101695,2.857143,nan,nan,nan,infeasible
3966.101695,2.938776,nan,nan,nan,infeasible
3966.101695,3.020408,nan,nan,nan,infeasible
3966.101695,3.102041,nan,nan,nan,infeasible
3966.101695,3.183673,nan,nan,nan,infeasible
3966.101695,3.265306,nan,nan,nan,infeasible
3966.101695,3.346939,nan,nan,nan,infeasible
3966.101695,3.428571,nan,nan,nan,infeasible
3966.101695,3.510204,nan,nan,nan,infeasible
3966.101695,3.591837,nan,nan,nan,infeasible
3966.101695,3.673469,nan,nan,nan,infeasible
3966.101695,3.755102,nan,nan,nan,infeasible
3966.101695,3.836735,nan,nan,nan,infeasible
3966.101695,3.918367,nan,nan,nan,infeasible
3966.101695,4.000000,nan,nan,nan,infeasible
4067.796610,0.000000,nan,nan,nan,fw_search_failed
4067.796610,0.081633,nan,nan,nan,infeasible
4067.796610,0.163265,nan,nan,nan,infeasible
4067.796610,0.244898,nan,nan,nan,infeasible
4067.796610,0.326531,nan,nan,nan,infeasible
4067.796610,0.408163,nan,nan,nan,infeasible
4067.796610,0.489796,nan,nan,nan,infeasible
4067.796610,0.571429,nan,nan,nan,infeasible
4067.796610,0.653061,nan,nan,nan,infeasible
4067.796610,0.734694,nan,nan,nan,infeasible
4067.796610,0.816327,nan,nan,nan,infeasible
4067.796610,0.897959,nan,nan,nan,infeasible
4067.796610,0.979592,nan,nan,nan,infeasible
4067.796610,1.061224,nan,nan,nan,infeasible
4067.796610,1.142857,nan,nan,nan,infeasible
4067.796610,1.224490,nan,nan,nan,infeasible
4067.796610,1.306122,nan,nan,nan,infeasible
4067.796610,1.387755,nan,nan,nan,infeasible
4067.796610,1.469388,nan,nan,nan,infeasible
4067.796610,1.551020,nan,nan,nan,infeasible
4067.796610,1.632653,nan,nan,nan,infeasible
4067.796610,1.714286,nan,nan,nan,infeasible
4067.796610,1.795918,nan,nan,nan,infeasible
4067.796610,1.877551,nan,nan,nan,infeasible
4067.796610,1.959184,nan,nan,nan,infeasible
4067.796610,2.040816,nan,nan,nan,infeasible
4067.796610,2.122449,nan,nan,nan,infeasible
4067.796610,2.204082,nan,nan,nan,infeasible
4067.796610,2.285714,nan,nan,nan,infeasible
4067.796610,2.367347,nan,nan,nan,infeasible
4067.796610,2.448980,nan,nan,nan,infeasible
4067.796610,2.530612,nan,nan,nan,infeasible
4067.796610,2.612245,nan,nan,nan,infeasible
4067.796610,2.693878,nan,nan,nan,infeasible
4067.796610,2.775510,nan,nan,nan,infeasible
4067.796610,2.857143,nan,nan,nan,infeasible
4067.796610,2.938776,nan,nan,nan,infeasible
4067.796610,3.020408,nan,nan,nan,infeasible
4067.796610,3.102041,nan,nan,nan,infeasible
4067.796610,3.183673,nan,nan,nan,infeasible
4067.796610,3.265306,nan,nan,nan,infeasible
4067.796610,3.346939,nan,nan,nan,infeasible
4067.796610,3.428571,nan,nan,nan,infeasible
4067.796610,3.510204,nan,nan,nan,infeasible
4067.796610,3.591837,nan,nan,nan,infeasible
4067.796610,3.673469,nan,nan,nan,infeasible
4067.796610,3.755102,nan,nan,nan,infeasible
4067.796610,3.836735,nan,nan,nan,infeasible
